{'20000': 0.07399845123291016}
{'25000': 0.09800481796264648}
{'30000': 0.11499929428100586}
{'35000': 0.1320054531097412}
{'40000': 0.15400099754333496}
{'45000': 0.1730499267578125}
{'50000': 0.1660006046295166}
{'55000': 0.19800114631652832}
{'60000': 0.2279982566833496}
{'65000': 0.2770247459411621}
{'70000': 0.24099993705749512}
{'75000': 0.25300002098083496}
{'80000': 0.29500532150268555}
{'85000': 0.312938928604126}
{'90000': 0.3069748878479004}
{'95000': 0.36000490188598633}
{'100000': 0.4420011043548584}
{'105000': 0.45099806785583496}
{'110000': 0.4669978618621826}
{'115000': 0.49501872062683105}
{'120000': 0.47300028800964355}
{'125000': 0.522003173828125}
{'130000': 0.5360007286071777}
{'135000': 0.5719881057739258}
{'140000': 0.623053789138794}
{'145000': 0.6260004043579102}
{'150000': 0.6130504608154297}
{'155000': 0.8209996223449707}
{'160000': 0.9770007133483887}
{'165000': 0.921999454498291}
{'170000': 0.8459985256195068}
{'175000': 0.876971960067749}
{'180000': 0.966001033782959}
{'185000': 0.9779975414276123}
{'190000': 0.8990001678466797}
{'195000': 1.0139987468719482}
{'200000': 0.9780013561248779}
{'205000': 1.0919952392578125}
{'210000': 1.1299993991851807}
{'215000': 1.121999979019165}
{'220000': 1.107999563217163}
{'225000': 1.5480132102966309}
{'230000': 1.2440001964569092}
{'235000': 1.5310237407684326}
{'240000': 1.198012351989746}
{'245000': 1.2170054912567139}
{'250000': 1.357006311416626}
{'255000': 1.4210002422332764}
{'260000': 1.4130027294158936}
{'265000': 1.392054796218872}
{'270000': 1.3989453315734863}
{'275000': 1.4480009078979492}
{'280000': 1.4469995498657227}
{'285000': 1.5339999198913574}
{'290000': 1.6900231838226318}
{'295000': 1.9299390316009521}
{'300000': 1.9110000133514404}
{'305000': 1.928999662399292}
{'310000': 2.066997528076172}
{'315000': 1.738004446029663}
{'320000': 2.397000789642334}
{'325000': 1.8350045680999756}
{'330000': 1.9390034675598145}
{'335000': 2.031999349594116}
{'340000': 2.0489981174468994}
{'345000': 2.613996982574463}
{'350000': 2.2189033031463623}
{'355000': 2.1899964809417725}
{'360000': 2.4878103733062744}
{'365000': 2.290032148361206}
{'370000': 2.563998222351074}
{'375000': 2.5660042762756348}
{'380000': 2.4179954528808594}
{'385000': 2.4520058631896973}
{'390000': 2.864980936050415}
{'395000': 2.703993797302246}
{'400000': 2.5909996032714844}
{'405000': 2.7810003757476807}
{'410000': 2.651998996734619}
{'415000': 2.6410164833068848}
{'420000': 3.178006887435913}
{'425000': 3.3599729537963867}
{'430000': 3.3959460258483887}
{'435000': 3.0850062370300293}
{'440000': 3.099008321762085}
{'445000': 3.2060561180114746}
{'450000': 3.2209982872009277}
{'455000': 3.3440680503845215}
{'460000': 3.1319973468780518}
{'465000': 3.355905294418335}
{'470000': 3.6129989624023438}
{'475000': 3.496015787124634}
{'480000': 4.193000555038452}
{'485000': 3.4840831756591797}
{'490000': 3.749999523162842}
{'495000': 3.4690561294555664}
