{'1000': 0.051047563552856445}
{'3000': 0.4544801712036133}
{'5000': 1.3850553035736084}
{'7000': 2.3860135078430176}
{'9000': 3.760072708129883}
{'11000': 6.93612813949585}
{'13000': 9.159011125564575}
{'15000': 11.327002048492432}
{'17000': 16.07876944541931}
{'19000': 18.688000202178955}
{'21000': 22.323999643325806}
{'23000': 29.791204690933228}
